ENVIRONMENT,USERID,STATUS,CHANGEDATE,MEMO,CHANGEBY
BASE,ALISSONBARROS,INACTIVE,2024-01-31-05.00.08.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ALLANCAMPINHO,ACTIVE,2024-08-05-14.57.13.000000,,ITEAM
BASE,ALLANCAMPINHO,BLOCKED,2026-03-10-14.35.01.600000,,MAXADMIN
BASE,ALLANCAMPINHO,ACTIVE,2026-03-10-15.38.54.198000,,MAXADMIN
BASE,ALLANCAMPINHO,INACTIVE,2026-03-25-09.00.01.292000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ALLANMARQUES,ACTIVE,2020-08-18-16.37.06.000000,,JULINECAETANO
BASE,ALLANMARQUES,INACTIVE,2021-02-26-11.58.51.000000,Usuarios sem acessar o sistema ha mais de tres meses,MAXADOOG
BASE,ALLANMARQUES,ACTIVE,2022-07-07-09.06.40.000000,Ticket#0247219 — Reset Senha Máximo Base,ITEAM
BASE,ALLANMARQUES,INACTIVE,2022-09-08-06.00.15.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ALLANMARQUES,ACTIVE,2022-12-15-13.55.37.000000,Ticket#0268216,HELPDESK
BASE,ALLANMARQUES,BLOCKED,2023-01-04-13.40.42.000000,,MAXADMIN
BASE,ALLANMARQUES,ACTIVE,2023-01-04-13.45.12.000000,,MAXADMIN
BASE,ALLANMARQUES,BLOCKED,2023-02-17-15.09.31.000000,,MAXADMIN
BASE,ALLANMARQUES,ACTIVE,2023-02-17-15.18.47.000000,,MAXADMIN
BASE,ALLANMARQUES,INACTIVE,2023-05-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ALLANMARQUES,ACTIVE,2023-08-25-09.17.00.000000,Ticket#0312230,HELPDESK
BASE,ALMIRFILHO,ACTIVE,2023-12-11-15.30.04.000000,,ITEAM
BASE,ALMIRFILHO,INACTIVE,2024-01-31-05.00.08.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ALVAROCAMPOS,ACTIVE,2026-06-08-10.47.06.628000,,ITEAM
BASE,ALVIMARFERREIRA,ACTIVE,2025-08-05-14.40.04.000000,,ITEAM
BASE,ALVIMARFERREIRA,INACTIVE,2026-03-25-09.00.01.316000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ALVIMARFERREIRA,BLOCKED,2026-05-14-16.21.16.118000,,MAXADMIN
BASE,ALVIMARFERREIRA,ACTIVE,2026-05-14-16.24.58.767000,,MAXADMIN
BASE,AMABILAMAGDALON,ACTIVE,2021-09-30-09.39.05.000000,,ITEAM
BASE,AMABILAMAGDALON,INACTIVE,2021-11-26-05.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,AMABILAMAGDALON,ACTIVE,2022-01-04-10.33.45.000000,Ticket#0224016,ITEAM
BASE,AMABILAMAGDALON,INACTIVE,2022-02-27-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,AMABILAMAGDALON,ACTIVE,2026-01-28-14.25.04.148000,Ticket#2026012829000559,HELPDESK
BASE,AMABILAMAGDALON,INACTIVE,2026-03-25-09.00.01.339000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,AMABILAMAGDALON,INACTIVE,2026-05-08-07.30.02.983000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,AMABILAMAGDALON,ACTIVE,2026-05-27-08.24.32.461000,Ticket#2026052729000099,GREGORYMATOS
BASE,AMAGALHAES,ACTIVE,2016-03-14-14.27.20.000000,,JULINECAETANO
BASE,AMAGALHAES,INACTIVE,2016-11-30-14.34.28.000000,Desativando usuários que não acessam nos últimos seis meses,MAXADOOG
BASE,AMAGALHAES,ACTIVE,2016-11-30-15.11.52.000000,,MAXADOOG
BASE,AMAGALHAES,INACTIVE,2017-02-17-09.59.56.000000,Usuarios inativados de acordo com informação passada por Robson em 14/02,MAXADOOG
BASE,AMANDAROSA,ACTIVE,2016-08-18-11.26.25.000000,,JULINECAETANO
BASE,AMANDAROSA,INACTIVE,2017-03-20-14.38.03.000000,,MAXADOOG
BASE,ANA.FREITAS,ACTIVE,2023-08-29-16.37.08.000000,,ITEAM
BASE,ANA.FREITAS,BLOCKED,2023-09-20-17.37.25.000000,,MAXADMIN
BASE,ANA.FREITAS,ACTIVE,2023-09-20-17.46.46.000000,,MAXADMIN
BASE,ANA.FREITAS,INACTIVE,2023-11-15-05.00.06.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANA.FREITAS,ACTIVE,2024-11-26-08.50.42.000000,0378986,HELPDESK
BASE,ANA.FREITAS,INACTIVE,2025-01-16-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANABARCELOS,ACTIVE,2018-08-31-09.01.19.000000,,RENANAVNER
BASE,ANABARCELOS,INACTIVE,2021-06-08-11.12.29.000000,,MXINTADM
BASE,ANACAMPOS,ACTIVE,2025-06-03-15.43.16.000000,,ITEAM
BASE,ANACAMPOS,BLOCKED,2025-06-05-08.03.18.000000,,MAXADMIN
BASE,ANACAMPOS,ACTIVE,2025-06-05-08.04.18.000000,,MAXADMIN
BASE,ANACAMPOS,INACTIVE,2026-03-25-09.00.01.356000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANACAMPOS,INACTIVE,2026-04-12-07.30.00.760000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANACARNEIRO,ACTIVE,2017-07-11-13.59.50.000000,,MAXADMIN
BASE,ANACARNEIRO,INACTIVE,2019-01-25-09.45.36.000000,Inativando usuarios que não acessaram em 2018,MAXADOOG
BASE,ANACARNEIRO,ACTIVE,2019-02-05-11.05.39.000000,,MAXADOOG
BASE,ANACARNEIRO,INACTIVE,2021-02-25-17.17.04.000000,,MAXADOOG
BASE,ANACAROLINA,ACTIVE,2025-08-06-10.02.52.000000,,ITEAM
BASE,ANACAROLINA,INACTIVE,2026-03-25-09.00.01.380000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDERSONDONIZETE,ACTIVE,2019-12-13-15.35.57.000000,,THIAGOFROES
BASE,ANDERSONDONIZETE,INACTIVE,2020-03-10-17.30.47.000000,,MAXADOOG
BASE,ANDERSONECKHARDT,ACTIVE,2025-12-23-09.57.40.090000,,ITEAM
BASE,ANDERSONECKHARDT,INACTIVE,2026-03-25-09.00.01.409000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDERSONECKHARDT,INACTIVE,2026-03-26-07.30.00.621000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDERSONECKHARDT,ACTIVE,2026-04-13-16.55.15.449000,Ticket#2026041329001081,HELPDESK
BASE,ANDERSONLOPES,ACTIVE,2021-02-11-09.47.32.000000,,MAXADOOG
BASE,ANDERSONLOPES,BLOCKED,2021-02-11-10.32.25.000000,,MAXADMIN
BASE,ANDERSONLOPES,ACTIVE,2021-02-11-10.34.04.000000,,MAXADMIN
BASE,ANDERSONLOPES,INACTIVE,2021-11-28-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDERSONOLIVEIR,ACTIVE,2023-08-29-16.40.34.000000,,ITEAM
BASE,ANDERSONOLIVEIR,INACTIVE,2023-10-19-05.00.09.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDERSONPAZ,ACTIVE,2025-03-12-09.50.50.000000,,ITEAM
BASE,ANDERSONPAZ,INACTIVE,2025-05-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDERSONPAZ,ACTIVE,2025-09-22-11.16.12.000000,,MAXADOOG
BASE,ANDERSONPAZ,INACTIVE,2025-10-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDREAZEREDO,ACTIVE,2018-03-15-08.01.00.000000,,JULINECAETANO
BASE,ANDREAZEREDO,INACTIVE,2018-09-26-10.30.29.000000,Ticket#018617 — Cancelar Acesso ao MAXIMO em Ambiente TOP,MAXADOOG
BASE,ANDREBARRANCO,ACTIVE,2014-04-09-16.50.46.000000,,MAXADMIN
BASE,ANDREBARRANCO,INACTIVE,2015-05-18-14.51.38.000000,Inativado a pedido do Cid em 18/05/2015,MAXADOOG
BASE,ANDREBARRANCO,ACTIVE,2016-11-30-15.11.52.000000,,MAXADOOG
BASE,ANDREBARRANCO,INACTIVE,2016-11-30-17.41.18.000000,Desativando usuarios que não logaram em 2016. Atualização do sistema.,MAXADOOG
BASE,ANDREJKUEHN,ACTIVE,2024-10-03-10.01.13.000000,,ITEAM
BASE,ANDREJKUEHN,INACTIVE,2025-06-28-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRELUISSILVA,ACTIVE,2023-12-11-15.31.08.000000,,ITEAM
BASE,ANDRELUISSILVA,INACTIVE,2024-01-31-05.00.08.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDREPONCHIO,ACTIVE,2024-07-03-15.42.46.000000,,ITEAM
BASE,ANDREPONCHIO,INACTIVE,2026-03-25-09.00.01.440000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRERAFAEL,NEWREG,2019-12-20-15.02.26.000000,,MAXREG
BASE,ANDRERAFAEL,ACTIVE,2020-01-07-07.43.36.000000,,MAXADMIN
BASE,ANDRERAFAEL,INACTIVE,2021-02-26-11.58.51.000000,Usuarios sem acessar o sistema ha mais de tres meses,MAXADOOG
BASE,ANDRERAFAEL,ACTIVE,2021-05-19-14.49.17.000000,Ticket#0198612,ITEAM
BASE,ANDRERAFAEL,INACTIVE,2021-08-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRERAFAEL,ACTIVE,2021-09-08-11.28.40.000000,Ticket#0211917 — Acesso MAXIMO,ITEAM
BASE,ANDRERAFAEL,BLOCKED,2021-10-06-14.38.13.000000,,MAXADMIN
BASE,ANDRERAFAEL,ACTIVE,2021-10-06-14.43.54.000000,,MAXADMIN
BASE,ANDRERAFAEL,INACTIVE,2024-09-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRERAFAEL,ACTIVE,2024-11-11-12.59.17.000000,0377975,HELPDESK
BASE,ANDRERAFAEL,INACTIVE,2025-04-03-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRERAFAEL,ACTIVE,2025-04-24-15.03.49.000000,,MAXADOOG
BASE,ANDRERAFAEL,INACTIVE,2025-06-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRERAFAEL,ACTIVE,2025-10-07-15.11.02.000000,,MAXADOOG
BASE,ANDRERAFAEL,INACTIVE,2025-11-27-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRERIBEIRO,ACTIVE,2023-12-11-15.31.59.000000,,ITEAM
BASE,ANDRERIBEIRO,INACTIVE,2024-01-31-05.00.08.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2018-08-09-12.06.11.000000,,MAXADOOG
BASE,ANDRESILVA,BLOCKED,2018-09-04-10.42.40.000000,,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2018-09-26-14.31.24.000000,,MAXADMIN
BASE,ANDRESILVA,BLOCKED,2018-10-02-06.43.38.000000,,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2018-10-02-06.50.55.000000,,MAXADMIN
BASE,ANDRESILVA,BLOCKED,2019-01-23-08.52.17.000000,,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2019-01-23-08.57.41.000000,,MAXADMIN
BASE,ANDRESILVA,INACTIVE,2021-07-10-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2021-12-03-13.11.27.000000,Ticket#0221256,ITEAM
BASE,ANDRESILVA,INACTIVE,2022-06-30-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2022-09-13-11.08.07.000000,,MAXADOOG
BASE,ANDRESILVA,INACTIVE,2022-11-26-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2023-01-04-08.39.15.000000,Ticket#0270428,HELPDESK
BASE,ANDRESILVA,INACTIVE,2023-08-17-06.01.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2025-03-27-09.07.26.000000,,MAXADOOG
BASE,ANDRESILVA,INACTIVE,2025-03-28-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2025-04-04-16.20.44.000000,,MAXADOOG
BASE,ANDRESILVA,INACTIVE,2025-08-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2025-11-18-09.01.45.000000,Ticket#2025111829000266,HELPDESK
BASE,ANDRESILVA,INACTIVE,2026-03-25-09.00.01.466000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESILVA,INACTIVE,2026-03-26-07.30.00.630000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESILVA,ACTIVE,2026-06-18-10.36.18.413000,Ticket#2026061729000696 — Atualização / Criação de Perfis para acesso ao Maximo - PGC,ITEAM
BASE,ANDRESSA,ACTIVE,2018-03-09-16.45.32.000000,,MAXADOOG
BASE,ANDRESSA,INACTIVE,2019-01-25-09.54.20.000000,Inativando usuarios que não acessaram os últimos 6 meses,MAXADOOG
BASE,ANDRESSAPRADO,ACTIVE,2017-09-19-11.30.14.000000,,MAXADOOG
BASE,ANDRESSAPRADO,INACTIVE,2018-05-04-17.14.55.000000,Ticket#09157,MAXADMIN
BASE,ANDRESSASILVA,ACTIVE,2021-06-17-10.30.46.000000,,ITEAM
BASE,ANDRESSASILVA,INACTIVE,2021-09-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESSASILVA,ACTIVE,2022-01-03-15.59.03.000000,Ticket#0224307,ITEAM
BASE,ANDRESSASILVA,INACTIVE,2022-06-10-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESSASILVA,ACTIVE,2022-06-20-14.54.03.000000,,ITEAM
BASE,ANDRESSASILVA,INACTIVE,2024-09-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESSASILVA,ACTIVE,2024-10-30-14.14.10.000000,0377039,HELPDESK
BASE,ANDRESSASILVA,INACTIVE,2025-09-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESSASILVA,ACTIVE,2025-09-05-16.19.26.000000,,MAXADOOG
BASE,ANDRESSASILVA,INACTIVE,2026-03-25-09.00.01.502000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESSASILVA,INACTIVE,2026-04-11-07.30.00.774000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRESSASILVA,ACTIVE,2026-04-30-08.26.44.523000,Ticket#2026043029000165,GREGORYMATOS
BASE,ANDRESSAVIANA,ACTIVE,2017-12-20-11.01.42.000000,,MAXADOOG
BASE,ANDRESSAVIANA,INACTIVE,2018-10-03-10.50.13.000000,Ticket#018993 — Desativar logins Maximo Base,RENANAVNER
BASE,ANDREWSOIMPIO,ACTIVE,2023-08-29-16.35.32.000000,,ITEAM
BASE,ANDREWSOIMPIO,INACTIVE,2023-10-19-05.00.08.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANDRZEJNIEWINSKI,ACTIVE,2021-01-08-18.50.36.000000,,MAXADOOG
BASE,ANDRZEJNIEWINSKI,INACTIVE,2021-03-01-19.55.54.000000,Usuarios com acesso normalizado na ODN1,MAXADOOG
BASE,ANGELASAVI,ACTIVE,2023-06-19-17.04.19.000000,,ITEAM
BASE,ANGELASAVI,BLOCKED,2024-06-03-08.54.36.000000,,MAXADMIN
BASE,ANGELASAVI,ACTIVE,2024-06-03-09.00.37.000000,,MAXADMIN
BASE,ANGELASAVI,INACTIVE,2026-03-25-09.00.01.530000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANGELASAVI,BLOCKED,2026-04-08-15.35.19.938000,,MAXADMIN
BASE,ANGELASAVI,ACTIVE,2026-04-08-15.36.42.662000,,MAXADMIN
BASE,ANGELASAVI,BLOCKED,2026-04-10-16.08.22.794000,,MAXADMIN
BASE,ANGELASAVI,ACTIVE,2026-04-10-16.11.12.770000,,MAXADMIN
BASE,ANGELICARODRIGUEZ,ACTIVE,2018-10-15-14.56.53.000000,,JULINECAETANO
BASE,ANGELICARODRIGUEZ,INACTIVE,2020-01-21-13.29.53.000000,,MAXADOOG
BASE,ANGELINOMOURA,ACTIVE,2015-07-21-09.47.53.000000,,MAXADOOG
BASE,ANGELINOMOURA,INACTIVE,2016-11-30-17.41.18.000000,Desativando usuarios que não logaram em 2016. Atualização do sistema.,MAXADOOG
BASE,ANGELOLINDEMBERG,ACTIVE,2026-07-10-11.32.22.897000,,ITEAM
BASE,ANGELOSILVA,ACTIVE,2023-08-25-13.45.43.000000,,ITEAM
BASE,ANGELOSILVA,INACTIVE,2026-03-25-09.00.01.557000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANGELOSILVA,INACTIVE,2026-03-26-07.30.00.643000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANISULLECORDEIR,ACTIVE,2026-06-18-11.29.32.421000,,ITEAM
BASE,ANNARIBEIRO,ACTIVE,2018-11-09-16.17.44.000000,,JULINECAETANO
BASE,ANNARIBEIRO,INACTIVE,2019-07-29-14.34.08.000000,Ticket#089126 — Desativar login ANNARIBEIRO,THIAGOFROES
BASE,ANTONIO SERGIO GONÇALVES FILHO,ACTIVE,2019-04-15-17.16.57.000000,,THIAGOFROES
BASE,ANTONIO SERGIO GONÇALVES FILHO,INACTIVE,2019-07-02-14.22.04.000000,Ticket#086490 — ajustar personid de usuario,THIAGOFROES
BASE,ANTONIO.GONCALVES,ACTIVE,2022-11-21-14.28.29.000000,,MAXADOOG
BASE,ANTONIO.GONCALVES,INACTIVE,2024-08-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANTONIO.GONCALVES,ACTIVE,2024-11-19-08.40.58.000000,0378476,HELPDESK
BASE,ANTONIO.GONCALVES,INACTIVE,2026-03-25-09.00.01.590000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANTONIOFILHO,ACTIVE,2019-07-02-14.02.51.000000,,THIAGOFROES
BASE,ANTONIOFILHO,INACTIVE,2021-02-26-11.58.51.000000,Usuarios sem acessar o sistema ha mais de tres meses,MAXADOOG
BASE,ANTONIOMAFORT,NEWREG,2020-11-26-16.14.43.000000,,MAXREG
BASE,ANTONIOMAFORT,ACTIVE,2021-02-08-12.28.54.000000,,ITEAM
BASE,ANTONIOMAFORT,INACTIVE,2021-07-10-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ANTONIOTEIXEIRA,ACTIVE,2024-08-07-14.39.47.000000,,ITEAM
BASE,ANTONIOTEIXEIRA,INACTIVE,2024-10-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,APPEREIRA,ACTIVE,2023-08-29-16.36.05.000000,,ITEAM
BASE,APPEREIRA,BLOCKED,2024-03-14-17.26.10.000000,,MAXADMIN
BASE,APPEREIRA,ACTIVE,2024-03-14-17.27.13.000000,,ITEAM
BASE,APPEREIRA,BLOCKED,2024-06-05-09.57.20.000000,,MAXADMIN
BASE,APPEREIRA,ACTIVE,2024-06-05-09.59.27.000000,,MAXADMIN
BASE,APPEREIRA,INACTIVE,2026-03-25-09.00.01.617000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ARABELAALVES,ACTIVE,2017-07-11-14.01.33.000000,,MAXADMIN
BASE,ARABELAALVES,INACTIVE,2018-10-03-08.19.45.000000,Ticket#019095 - Rescisão Contratual - 01/10/18,JULINECAETANO
BASE,ARABELAALVES,ACTIVE,2025-12-23-11.24.23.739000,BMXAA3112I - Labor and/or user records associated with this person exist. Any changes to their status must be performed separately.,ITEAM
BASE,ARABELAALVES,INACTIVE,2026-03-25-09.00.01.649000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ARABELAALVES,INACTIVE,2026-03-26-07.30.00.659000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ARENOMOSQUEIRA,ACTIVE,2021-06-01-14.45.54.000000,,ITEAM
BASE,ARENOMOSQUEIRA,INACTIVE,2021-12-04-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ARENOMOSQUEIRA,ACTIVE,2022-01-17-08.46.28.000000,Ticket#0225837,ITEAM
BASE,ARENOMOSQUEIRA,INACTIVE,2022-08-07-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ARENOMOSQUEIRA,ACTIVE,2022-12-07-13.46.23.000000,Ticket#0267086,HELPDESK
BASE,ARENOMOSQUEIRA,INACTIVE,2023-03-17-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ARIELOLIVEIRA,ACTIVE,2015-10-28-13.44.01.000000,,MAXADMIN
BASE,ARIELOLIVEIRA,INACTIVE,2016-11-30-17.41.18.000000,Desativando usuarios que não logaram em 2016. Atualização do sistema.,MAXADOOG
BASE,ARISTEUMELO,ACTIVE,2021-02-18-16.42.12.000000,,ITEAM
BASE,ARISTEUMELO,INACTIVE,2021-03-01-19.52.37.000000,Usuarios ODN1 com acesso normalizado na sonda,MAXADOOG
BASE,AROALDOCAMPOS,ACTIVE,2021-02-18-15.24.29.000000,,ITEAM
BASE,AROALDOCAMPOS,INACTIVE,2021-03-01-19.52.37.000000,Usuarios ODN1 com acesso normalizado na sonda,MAXADOOG
BASE,ARTHURONIAS,ACTIVE,2020-03-24-17.30.15.000000,,JULINECAETANO
BASE,ARTHURONIAS,INACTIVE,2026-03-25-09.00.01.908000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ARVINDSREEKUMAR,ACTIVE,2018-04-11-10.22.49.000000,,MAXADOOG
BASE,ARVINDSREEKUMAR,INACTIVE,2019-01-25-09.54.20.000000,Inativando usuarios que não acessaram os últimos 6 meses,MAXADOOG
BASE,ARYGSOUZA,ACTIVE,2017-07-11-14.20.40.000000,,MAXADOOG
BASE,ARYGSOUZA,INACTIVE,2018-08-03-16.44.55.000000,Integrante desligado em 03/08/2018,MAXADOOG
BASE,ARYGSOUZA,ACTIVE,2019-10-10-17.58.35.000000,Ticket#0100273,MAXADOOG
BASE,ARYGSOUZA,INACTIVE,2026-03-25-09.00.01.995000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ARYGSOUZA,BLOCKED,2026-03-25-10.37.53.670000,,MAXADMIN
BASE,ARYGSOUZA,ACTIVE,2026-03-25-10.46.23.615000,,MAXADMIN
BASE,ARYSOUZA,ACTIVE,2016-08-11-08.44.08.000000,,JULINECAETANO
BASE,ARYSOUZA,INACTIVE,2017-07-11-15.07.24.000000,Usuario foi desativado; nome errado na Base,MAXADOOG
BASE,ARYSOUZANETO,ACTIVE,2018-10-02-11.08.18.000000,,RENANAVNER
BASE,ARYSOUZANETO,INACTIVE,2019-02-05-12.06.50.000000,Ticket#071087 — Desativação de login Maximo,THIAGOFROES
BASE,ARYSOUZA_PLSV,ACTIVE,2016-08-08-14.48.49.000000,,JULINECAETANO
BASE,ARYSOUZA_PLSV,INACTIVE,2018-05-14-11.22.57.000000,Ticket#09459 — Desativar logins de Base TOP,JULINECAETANO
BASE,ASANTANA,ACTIVE,2017-07-07-16.14.15.000000,,MAXADOOG
BASE,ASANTANA,BLOCKED,2017-10-27-10.44.32.000000,,MAXADMIN
BASE,ASANTANA,ACTIVE,2017-10-27-10.51.19.000000,,HELPDESK
BASE,ASANTANA,INACTIVE,2021-08-26-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ASANTANA,ACTIVE,2021-11-05-16.27.00.000000,,MAXADOOG
BASE,ASANTANA,INACTIVE,2021-12-26-10.54.41.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ASANTANA,ACTIVE,2022-01-31-11.03.30.000000,,MAXADOOG
BASE,ASANTANA,INACTIVE,2022-03-23-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ASANTANA,ACTIVE,2023-01-26-15.30.52.000000,,HELPDESK
BASE,ASANTANA,INACTIVE,2023-03-19-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ASANTANA,ACTIVE,2023-04-14-13.56.31.000000,Ticket#0288298,HELPDESK
BASE,ASANTANA,INACTIVE,2023-06-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,ASANTANA,ACTIVE,2023-06-12-16.25.01.000000,Ticket#0298973,HELPDESK
BASE,ASANTANA,INACTIVE,2023-08-07-14.10.42.000000,icket#0308873 — Emissão de Rescisão Contratual - B,ITEAM
BASE,ASILVIO,ACTIVE,2015-06-25-18.08.26.000000,,MAXADMIN
BASE,ASILVIO,BLOCKED,2016-03-29-15.42.54.000000,,MAXADMIN
BASE,ASILVIO,ACTIVE,2016-03-30-10.35.51.000000,SR88552 - Desbloqueio de Usuário.,JULINECAETANO
BASE,ASILVIO,INACTIVE,2017-02-17-09.59.56.000000,Usuarios inativados de acordo com informação passada por Robson em 14/02,MAXADOOG
BASE,ASSETMANAGER,ACTIVE,2013-10-23-12.24.42.000000,,MAXADMIN
BASE,ASSETMANAGER,INACTIVE,2014-07-30-18.12.18.000000,,MAXADMIN
BASE,ASSETMANAGER,ACTIVE,2016-11-30-15.11.52.000000,,MAXADOOG
BASE,ASSETMANAGER,INACTIVE,2016-11-30-17.41.18.000000,Desativando usuarios que não logaram em 2016. Atualização do sistema.,MAXADOOG
BASE,ASSETMANAGER,ACTIVE,2016-12-15-08.11.47.000000,,MAXADOOG
BASE,ASSETMANAGER,INACTIVE,2017-03-20-14.32.47.000000,Saneamento usuários março/17,MAXADOOG
BASE,AUGUSTOBRITO,ACTIVE,2014-04-09-17.35.07.000000,,MAXADMIN
BASE,AUGUSTOBRITO,INACTIVE,2016-11-30-14.21.16.000000,Desativando usuarios que não logaram em 2016 no sistema,MAXADOOG
BASE,AUGUSTOBRITO,ACTIVE,2016-11-30-15.11.52.000000,,MAXADOOG
BASE,AUGUSTOBRITO,INACTIVE,2020-10-01-10.15.33.000000,Integrante desligado em 01/10,MAXADOOG
BASE,AYRTONSILVA,ACTIVE,2020-11-18-15.21.40.000000,,VANIASANTOS
BASE,AYRTONSILVA,INACTIVE,2021-02-23-14.29.24.000000,Usuario nunca acessou o sistema; nao ha necessidad,MAXADOOG
BASE,AYRTONSILVA,ACTIVE,2022-10-31-12.47.00.000000,,ITEAM
BASE,AYRTONSILVA,INACTIVE,2022-11-01-13.32.42.000000,Ticket#0263112,ITEAM
BASE,AYRTONSILVA,ACTIVE,2023-05-08-16.25.41.000000,,ITEAM
BASE,AYRTONSILVA,INACTIVE,2023-08-11-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,AYRTONSILVA,ACTIVE,2023-10-05-10.03.39.000000,Ticket#0318853,HELPDESK
BASE,AYRTONSILVA,INACTIVE,2026-03-25-09.00.02.033000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,BARBARAMONTE,ACTIVE,2017-07-11-14.03.44.000000,,MAXADMIN
BASE,BARBARAMONTE,INACTIVE,2018-09-06-15.44.38.000000,Ticket#017136 - Rescisão Contratual - 05/09/18,JULINECAETANO
BASE,BASEREADONLY,ACTIVE,2014-05-29-11.21.31.000000,,MAXADMIN
BASE,BASEREADONLY,BLOCKED,2016-05-07-08.51.34.000000,,MAXADMIN
